tmdb_id,imdb_id,title,release_year,genres,budget,box_office_revenue,vote_average,vote_count
980477,tt34956443,Ne Zha 2,2025,"Animation, Fantasy, Adventure, Action",80000000,2259822417,8.111,607
1084242,tt26443597,Zootopia 2,2025,"Animation, Comedy, Adventure, Family, Mystery",150000000,1859660668,7.611,1955
83533,tt1757678,Avatar: Fire and Ash,2025,"Science Fiction, Adventure, Fantasy",350000000,1480930688,7.272,1862
552524,tt11655566,Lilo & Stitch,2025,"Family, Science Fiction, Comedy",100000000,1038027526,7.207,2053
950387,tt3566834,A Minecraft Movie,2025,"Family, Fantasy, Comedy, Adventure",150000000,958287780,6.272,2824
1234821,tt31036941,Jurassic World Rebirth,2025,"Science Fiction, Adventure, Action",180000000,869146189,6.308,3064
1311031,tt32820897,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,"Animation, Action, Fantasy",20000000,733030221,7.7,750
1087192,tt26743210,How to Train Your Dragon,2025,"Fantasy, Family, Action, Adventure",150000000,636351148,7.932,2647
911430,tt16311594,F1,2025,"Action, Drama",250000000,631627111,7.767,3477
1061474,tt5950044,Superman,2025,"Science Fiction, Adventure, Action",225000000,616823803,7.4,4417
575265,tt9603208,Mission: Impossible - The Final Reckoning,2025,"Action, Thriller, Adventure",400000000,598767057,7.184,2611
967941,tt19847976,Wicked: For Good,2025,"Fantasy, Adventure, Romance",150000000,524676531,6.649,850
617126,tt10676052,The Fantastic 4: First Steps,2025,"Science Fiction, Adventure, Action",200000000,521858728,6.972,3045
1357305,tt34463310,Detective Chinatown 1900,2025,"Comedy, Mystery, Action",0,500282092,6.333,96
1038392,tt22898462,The Conjuring: Last Rites,2025,Horror,55000000,499156445,6.9,1673
1500536,tt36598036,Dead to Rights,2025,"Drama, War, History",20000000,422785908,7.972,71
822119,tt14513804,Captain America: Brave New World,2025,"Action, Thriller, Science Fiction",180000000,415101577,5.983,2952
1368166,tt27543632,The Housemaid,2025,"Drama, Mystery, Thriller",35000000,383000000,7.252,1401
986056,tt20969586,Thunderbolts*,2025,"Action, Science Fiction, Adventure",180000000,382436917,7.292,3268
1233413,tt31193180,Sinners,2025,"Horror, Action, Thriller",90000000,368389632,7.487,3860
574475,tt9619824,Final Destination Bloodlines,2025,"Horror, Mystery",50000000,317854739,7.057,2679
1321624,tt33028976,731,2025,"Drama, War",0,273896228,5.222,18
1078605,tt26581740,Weapons,2025,"Horror, Mystery",38000000,269072492,7.3,2991
425274,tt4712810,Now You See Me: Now You Don't,2025,"Thriller, Crime",90000000,242431024,6.542,1167
1228246,tt30274401,Five Nights at Freddy's 2,2025,"Horror, Thriller",36000000,239502619,6.698,790
1175942,tt30017619,The Bad Guys 2,2025,"Family, Comedy, Crime, Adventure, Animation",80000000,239449449,7.7,689
1304434,tt36733027,Nobody,2025,"Animation, Adventure, Fantasy, Comedy",0,215367669,7.825,60
1054867,tt30144839,One Battle After Another,2025,"Thriller, Crime, Action",175000000,206311045,7.409,2987
447273,tt6208148,Snow White,2025,"Family, Fantasy",270000000,205679463,4.329,1575
1242898,tt31227572,Predator: Badlands,2025,"Action, Science Fiction, Adventure",105000000,184500000,7.72,2266
1218925,tt30472557,Chainsaw Man - The Movie: Reze Arc,2025,"Animation, Action, Romance, Fantasy",4100000,174502910,8.3,740
1419406,tt34610311,The Shadow's Edge,2025,"Action, Crime, Drama, Thriller",0,174400000,7.237,471
1317288,tt32916440,Marty Supreme,2025,Drama,65000000,172800000,7.529,1142
1155281,tt32843325,Creation of the Gods II: Demon Force,2025,"Action, Fantasy, War",120000000,172619925,6.329,129
1396965,tt35444710,Detective Conan: One-Eyed Flashback,2025,"Animation, Action, Mystery, Crime",0,166061012,7.4,47
991494,tt23572848,The SpongeBob Movie: Search for SquarePants,2025,"Animation, Family, Comedy, Adventure, Fantasy",64000000,163197450,6.758,219
1291608,tt33014583,Dhurandhar,2025,"Action, Crime, Thriller",22500000,160000000,6.9,210
1022787,tt4900148,Elio,2025,"Family, Comedy, Adventure, Animation, Science Fiction",150000000,154291182,6.942,880
1125257,tt31956415,Freakier Friday,2025,"Comedy, Fantasy, Family, Romance",42000000,153176952,6.861,626
1100988,tt10548174,28 Years Later,2025,"Horror, Thriller, Science Fiction",60000000,151308832,6.609,2288
774370,tt10954718,Dog Man,2025,"Family, Comedy, Adventure, Animation, Action",40000000,145603415,7.5,337
533533,tt6604188,TRON: Ares,2025,"Science Fiction, Adventure, Action",220000000,142249983,6.479,1242
1272149,tt32063050,Bridget Jones: Mad About the Boy,2025,"Romance, Comedy, Drama",50000000,140431671,6.398,502
541671,tt7181546,Ballerina,2025,"Action, Thriller, Crime",90000000,137408107,7.256,2380
1234731,tt33244668,Anaconda,2025,"Adventure, Comedy, Horror, Action",45000000,133869056,5.835,720
696506,tt12299608,Mickey 17,2025,"Science Fiction, Comedy, Adventure",118000000,133442263,6.828,3323
1197137,tt29644189,Black Phone 2,2025,"Horror, Thriller",30000000,132248152,6.751,939
1379266,tt35231039,Kokuho,2025,Drama,8000000,130541608,8.0,41
936108,tt18069420,Smurfs,2025,"Animation, Family, Fantasy",58000000,124157356,5.864,246
1011477,tt1674782,Karate Kid: Legends,2025,"Action, Adventure, Drama",45000000,117105466,7.024,1119
1136867,tt30253473,Materialists,2025,"Romance, Drama",20000000,106436908,6.397,1063
1377650,tt35314383,Boonie Bears: Future Reborn,2025,"Animation, Science Fiction, Comedy",40000000,104582715,8.6,5
870028,tt7068946,The Accountant²,2025,"Mystery, Crime, Thriller",80000000,103223366,7.1,1634
1289936,tt31888477,Downton Abbey: The Grand Finale,2025,"Drama, Romance",50000000,102925647,7.092,222
1035259,tt3402138,The Naked Gun,2025,"Action, Comedy, Crime",42000000,102147396,6.381,1500
1087891,tt0899043,The Amateur,2025,"Thriller, Action",60000000,96000836,6.957,1513
1196943,tt27922706,Chhaava,2025,"History, Action, Drama",15800000,94988235,6.91,50
1328803,tt33057137,Prisoner of War,2025,"Action, War, Thriller, History",2000000,94700000,7.1,152
858024,tt14905854,Hamnet,2025,"Drama, Romance, History",35000000,93400000,7.718,861
1083637,tt26439764,Kantara - A Legend: Chapter 1,2025,"Action, Drama, Fantasy",14000000,91000000,7.0,63
1327862,tt33088452,Regretting You,2025,"Romance, Drama",30000000,90452948,6.866,310
1185528,tt28131433,Legends of the Condor Heroes: The Gallants,2025,"Action, Drama, History",0,89406052,6.9,82
1197306,tt9150192,A Working Man,2025,"Action, Crime, Thriller",40000000,88200711,6.687,1798
1356587,tt34388866,The Lychee Road,2025,"Drama, History, Comedy",0,86734269,7.3,35
1127110,tt27757546,Diablo,2025,"Action, Thriller, Crime",0,85000000,7.322,202
1543134,tt33144203,The Volunteers: Peace at Last,2025,"Drama, War, History",0,83463557,7.875,8
1167307,tt15678738,David,2025,"Animation, Family, Drama",60900000,83092325,8.1,96
1181107,tt7967302,The King of Kings,2025,"Animation, Family, Fantasy, Drama, Adventure",25200000,81328990,8.318,143
1280282,tt32214143,Gabby's Dollhouse: The Movie,2025,"Family, Comedy, Adventure, Animation",32000000,80322142,6.669,62
1472638,tt38350059,Buen Camino,2025,"Comedy, Family, Adventure",28100000,73797878,6.396,385
1124620,tt27714946,The Monkey,2025,"Horror, Comedy",10000000,68871071,6.0,1219
798645,tt14107334,The Running Man,2025,"Action, Thriller, Science Fiction",110000000,68615641,6.787,1226
1144107,tt37284198,The Legend of Hei 2,2025,"Animation, Fantasy, Action",0,67216848,8.4,44
1083433,tt4045450,I Know What You Did Last Summer,2025,"Horror, Thriller, Mystery",18000000,64808120,5.7,690
1241634,tt28037987,Saiyaara,2025,"Romance, Drama, Music",5500000,63539300,6.425,134
1516436,tt37561398,Row to Win,2025,Drama,0,63200000,7.6,5
604079,tt10374610,The Long Walk,2025,"Science Fiction, Thriller, Horror",20000000,62871697,6.939,1200
604685,tt8008948,Den of Thieves 2: Pantera,2025,"Action, Crime, Thriller",40000000,58371508,6.599,747
1153399,tt27441481,Coolie,2025,"Action, Thriller, Crime",43000000,57917990,6.296,76
